id,channel,text,kein_Geschwurbel,Coronaverharmlosung,Impfung_ist_gefährlich,Maßnahmenkritik,alternative_Gegenmittel,Coronaverschwörung,QAnon,sonstige_Verschwörung,GMF,Indoktrination,Staat_als_Gegner,Pseudowissenschaft,Schlafschafe,Millenarismus,sonstiges_Geschwurbel
642,g_davebrych_public,"Para Network, [27.01.21 08:45] Auf YouTube sind keine Inhalte erlaubt, in denen der Nutzen des von der Weltgesundheitsorganisation (WHO) oder lokalen Gesundheitsbehörden empfohlenen Social Distancing oder der Selbstisolation ausdrücklich infrage gestellt wird und die dazu führen könnten, dass Menschen sich nicht an diese Empfehlungen halten. Weitere Informationen Para Network, [27.01.21 08:45] in dem video war garnichts mit WHO Para Network, [27.01.21 08:45] und die WHO hat die Pandemie doch als beeendet erklärt was wollen die Idioten? Para Network, [27.01.21 08:46] man kann nicht einmal beschwerde einreichen :( Para Network, [27.01.21 08:46] alter schwede was für Wörter...Social Distanzing oder SElbstisolation 🤮🤮🤮 Para Network, [27.01.21 08:47] Sorry aber wir haben sie gelöscht weil sie dem Massenselbstmord nciht zustimmen oder was??",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
645,epochtimesde,𝙳𝚒𝚎 𝙱𝚒𝚍𝚎𝚗-𝚁𝚎𝚐𝚒𝚎𝚛𝚞𝚗𝚐 𝚠𝚒𝚛𝚍 𝚠𝚎𝚐𝚎𝚗 𝚎𝚒𝚗𝚎𝚛 𝚗𝚎𝚞𝚎𝚗 𝙴𝚡𝚎𝚔𝚞𝚝𝚒𝚟-𝙰𝚗𝚘𝚛𝚍𝚗𝚞𝚗𝚐 𝚟𝚎𝚛𝚔𝚕𝚊𝚐𝚝. 𝙳𝚒𝚎𝚜𝚎 𝚜𝚘𝚕𝚕 𝚍𝚒𝚎 „Ö𝚕- 𝚞𝚗𝚍 𝙶𝚊𝚜𝚋𝚘𝚑𝚛𝚞𝚗𝚐𝚎𝚗“ 𝚊𝚗 𝙻𝚊𝚗𝚍 𝚞𝚗𝚍 𝚒𝚗 𝙶𝚎𝚠ä𝚜𝚜𝚎𝚛𝚗 𝚜𝚝𝚘𝚙𝚙𝚎𝚗. 𝚄𝚂-𝙿𝚛ä𝚜𝚒𝚍𝚎𝚗𝚝 𝙹𝚘𝚎 𝙱𝚒𝚍𝚎𝚗 𝚊𝚗𝚗𝚞𝚕𝚕𝚒𝚎𝚛𝚝𝚎 𝚐𝚕𝚎𝚒𝚌𝚑 𝚊𝚖 𝚎𝚛𝚜𝚝𝚎𝚗 𝚃𝚊𝚐 𝚒𝚖 𝙰𝚖𝚝 𝚍𝚒𝚎 𝙶𝚎𝚗𝚎𝚑𝚖𝚒𝚐𝚞𝚗𝚐 𝚏ü𝚛 𝚍𝚒𝚎 𝙺𝚎𝚢𝚜𝚝𝚘𝚗𝚎 𝚇𝙻 𝙿𝚒𝚙𝚎𝚕𝚒𝚗𝚎. 𝙳𝚒𝚎 𝚄𝚖𝚠𝚎𝚕𝚝𝚜𝚌𝚑ü𝚝𝚣𝚎𝚛 𝚋𝚎𝚓𝚞𝚋𝚎𝚕𝚗 𝚜𝚎𝚒𝚗𝚎 𝙴𝚗𝚝𝚜𝚌𝚑𝚎𝚒𝚍𝚞𝚗𝚐. 𝙳𝚘𝚌𝚑 𝚎𝚝𝚕𝚒𝚌𝚑𝚎 𝙰𝚛𝚋𝚎𝚒𝚝𝚜𝚙𝚕ä𝚝𝚣𝚎 𝚐𝚎𝚑𝚎𝚗 𝚍𝚊𝚖𝚒𝚝 𝚎𝚋𝚎𝚗𝚜𝚘 𝚟𝚎𝚛𝚕𝚘𝚛𝚎𝚗. 𝙹𝚎𝚝𝚣𝚝 𝚖𝚎𝚕𝚍𝚎𝚗 𝚜𝚒𝚌𝚑 𝚍𝚒𝚎 𝙱𝚎𝚝𝚛𝚘𝚏𝚏𝚎𝚗𝚎𝚗 𝚣𝚞 𝚆𝚘𝚛𝚝. https://www.youtube.com/watch?v=8Nr7BAhzQXI https://t.me/epochtimesde,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,nachrichtenwelt,"💥Gute Proteste, böse Proteste: Wie der Spiegel über aktuelle Demonstrationen in verschiedenen Ländern berichtet Dass der Spiegel zu einer Propaganda-Schleuder verkommen ist, ist nicht neu. Aber am Sonntag wurde es wieder besonders deutlich, als es große Proteste in Dänemark, Frankreich, Belgien und Österreich gab. Berichtet hat der Spiegel aber fast nur über Proteste in Russland... ➡️https://www.anti-spiegel.ru/2021/gute-proteste-boese-proteste-wie-der-spiegel-ueber-aktuelle-demonstrationen-in-verschiedenen-laendern-berichtet/ 👉@Nachrichtenwelt",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
651,corona_ist_nicht_das_problem,"Schnee in Hamburg, führt dazu, dass die Polizei Parks absperrt Am Wochenende hatte es seit Jahren überraschender Weise geschneit, da kamen die Menschen raus und fuhren Schlitten. Doch das war der Polizei in Hamburg ein Dorn im Auge. Mit einer Hundertschaft rückte die u.a. in den Schanzenpark in Hamburg aus. Zwischenzeitlich sind die Eingänge zum Schanzenpark gesperrt worden, nur noch eine gewisse Anzahl an Personen durfte maximal zugleich in den Park. Zudem müssen Erwachsene einen Mund Nasenschutz tragen. 👉 https://corona-blog.net/2021/02/01/schnee-in-hamburg-fuehrt-dazu-dass-die-polizei-parks-absperrt/ 👉 https://t.me/Corona_ist_nicht_das_Problem",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,g_corona_ist_nicht_das_problem,"Tja, es wird keine Impfpflicht geben. Wer sich nicht impfen lässt, wird nicht dazu vom Staat gezwungen. Aber derjenige darf halt nicht mehr reisen, Essen gehen, ins Schwimmbad, auf Konzerte.... usw usw. Das Gleiche wie mit der Meinungsfreiheit in Deutschland. Natürlich darf jeder seine Meinung äußern ohne dafür vom Staat bestraft zu werden (Gefängnis etc.). Aber im Gesetz steht nichts davon, dass derjenige nicht anderweitig deswegen Konsequenzen befürchten muss, die nicht staatlich gesteuert sind (Job verlieren, Shitstorm, von Medien diskreditiert werden usw.).",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,wirmachenauf_de,"Today Late News ========== Eines der größten Mittelstandsverbände zieht mit uns mit. Noch können wir aus rechtlichen und taktischen Gründen, den Namen nicht nennen, aber in den kommenden Tagen werdet ihr dies anhand Pressemitteilungen und auch gemeinsamen Aktion sehen, welcher Verband hinter uns steht und ganz deutlich der Politik sagt: ""Bis hierhin und nicht weiter. Lockdown beenden."" p.s.: Wir haben so viel ausgehalten. Jetzt ist es zeit alle Kräfte zu bündeln. Schluss mit Diskutieren. Schluss mit Kommentieren unter Beiträgen. Schluss mit Zeitvergeuden. Setzt euch an den PC. Haut Emails raus. Schreibt jeden Unternehmer an. Alleine schafft das keiner. Obwohl mein Geschäft wieder offen ist, werde ich ihn jetzt bis zum 13.02.2021 wieder schließen. Wir haben ein gemeinsames Ziel. Es ist schwierig. Die Angst ist überall. Ob Verbraucher oder Unternehmer. Wir in Deutschland haben ""Wir Machen Auf"" international gemacht. Die anderen haben es auch geschafft. Gemeinsam gibt es eine Möglichkeit. Wir können niemanden zwingen. Weder zu helfen. Weder zu öffnen. Das entscheidet jeder für sich selbst. Ich, für mich selbst, will mir nur sagen können. Ich gab alles dafür, damit es besser wird. #WirMachenAuf Mecit",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,fufmedia,"""Wir warten auf unseren Einsatz. Marines (Elitetruppe der USA) warten darauf, dass ein Schneefahrzeug durchfährt, während einer Wanderung im Rahmen einer Gebirgsübung am Gebirgsschützen-Trainingscenter der Marines in Bridgeport, Kalifornien."" ""Wer kontrolliert die Nationalgarde? Warum wurde kürzlich die Nationalgarde in ausgewählten Städten der USA aktiviert? Kann die Nationalgarde mit den Marines zusammenarbeiten? Gibt es Bedingungen, die vor der Autorisierung erfüllt werden müssen? Welcher frühere Präsident hat das Militär eingesetzt, um die Republik zu retten und was ist dort genau passiert? Die größte Nachricht, die es jemals zur Politik gegeben hat, steht bevor. Studiert sie und bereitet Euch vor. Die Massen tendieren in solchen Fällen zur Panik. Kein Krieg. Keine zivilen Unruhen. Sauber und zügig.""",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
658,stuttgart_widerstand_demos,"Ich hoffe er hat einen guten italienischen Verteildiger. Das Gericht wird ihm warscheinlich vorwerfen, das er die Verbreitung von Viren begünstigt hätte. Nur dumm, das die Behörden und Virologen bis heute kein Einziges Covid 19 Virus gefunden haben, weder in einem Labor noch in einem Gasthaus. Wichtig ist, das er es bis zur letzten Instanz durchhält. Al Capone hätte ruckzuckrazfaz kurzen Prozess gemacht.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
661,g_coronawahrheit,"Ach was scheiß auf Steuereinnahmen aus der Wirtschaft‼️Liebe Kommunisten last uns einfach noch n paar Schulden machen. Alles und jeden reinlassen‼️Scheiß Deutschland. Wortlaut eines netten Arbeitskollegen ethnischer Herkunft:Deutsche so dumm. Machen sisch selbst kapput. Machen Gesetze für uns und lassen sisch verarschen. Wenn isch Deutschen abstesche isch grieg Bewährung und Du, Du. Deutsche geht in Knast. Deutsch tun mir schon echt leid‼️Brauchen echt mehr Eier.,Maske wär schon lange weg. Das war der originale Wortlaut meines Kollegen. PS.... falls jemand jetzt mit der Nazikeule kommt. Ich bin mit meiner türkischen Frau verheiratet. Nur zur Info an Santifanten. 🤣🤣",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
662,corona_ist_nicht_das_problem,"5. Sicherheitsbericht des PEI: 113 Todesfälle und viele Fragezeichen Am 04.02.2021 veröffentlichte das Bundesinstitut für Impfstoffe und biomedizinische Arzneimittel (Paul-Ehrlich-Institut, PEI) den 5. Sicherheitsbericht zur Covid-19 Impfung. Er (sollte) alle bis zum 31.01.2021 beim PEI eingegangene Daten enthalten. Die offizielle Anzahl der Todesfälle im Zusammenhang mit der Impfung stieg im Vergleich zur Vorwoche (69 Todesfälle) auf nun 113 an. Die Anzahl der schwerwiegenden Fälle an Impfreaktionen stieg stark an: Wurden bis im Zeitraum vom 27.12.2020 – 24.01.2021 insgesamt 182 Fälle gemeldet, verdoppelte sich diese Zahl nun beinahe innerhalb einer Woche auf nun 349 Fälle mit schwerwiegenden Impfreaktionen. Die Anzahl der Gesichtslähmungen (Fazialisparesen) hat sich innerhalb von einer Woche mehr als verdoppelt. Waren in den vier Wochen vor dem fünften Sicherheitsbericht insgesamt 4 solcher Fazialisparesen gemeldet worden, ist diese Zahl nun auf insgesamt 10 angestiegen. Ein Anstieg um 250%. Die ganze Auswertung und das Aufzeigen von Ungereimtheiten unter: 👉 https://corona-blog.net/2021/02/06/5-sicherheitsbericht-des-pei-113-todesfaelle-und-viele-fragezeichen/ Folgt uns gerne bei Telegram 👉 t.me/https://t.me/Corona_ist_nicht_das_Problem",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,g_klagepaten_eu,"Der große Oxmox riet ihr davon ab, da es dort wimmele von bösen Kommata, wilden Fragezeichen und hinterhältigen Semikoli, doch das Blindtextchen ließ sich nicht beirren. Es packte seine sieben Versalien, schob sich sein Initial in den Gürtel und machte sich auf den Weg. Als es die ersten Hügel des Kursivgebirges erklommen hatte, warf es einen letzten Blick zurück auf die Skyline seiner Heimatstadt Buchstabhausen, die Headline von Alphabetdorf und die Subline seiner eigenen Straße, der Zeilengasse. Wehmütig lief ihm eine rethorische Frage über die Wange, dann setzte es seinen Weg fort. Unterwegs traf es eine Copy. Die Copy warnte das Blindtextchen, da, wo sie herkäme wäre sie zigmal umgeschrieben worden und alles, was von ihrem Ursprung noch übrig wäre, sei das Wort „und“ und das Blindtextchen solle umkehren und wieder in sein eigenes, sicheres Land zurückkehren. Doch alles Gutzureden konnte es nicht überzeugen und so dauerte es nicht lange, bis ihm ein paar heimtückische Werbetexter auflauerten, es mit Longe und Parole betrunken machten und es dann in ihre Agentur schleppten, wo sie es für ihre Projekte wieder und wieder mißbrauchten. Und wenn es nicht umgeschrieben wurde, dann benutzen Sie es immernoch. Weit hinten, hinter den Wortbergen, fern der Länder Vokalien und Konsonantien leben die Blindtexte. Abgeschieden wohnen Sie in Buchstabhausen an der Küste des Semantik, eines großen Sprachozeans. Ein kleines Bächlein namens Duden fließt durch ihren Ort und versorgt sie mit den nötigen Regelialien. Es ist ein paradiesmatisches Land, in dem einem gebratene Satzteile in den Mund fliegen. Nicht einmal von der allmächtigen Interpunktion werden die Blindtexte beherrscht – ein geradezu unorthographisches Leben. Eines Tages aber beschloß eine kleine Zeile Blindtext, ihr Name war Lorem Ipsum, hinaus zu gehen in die weite Grammatik. Der große Oxmox riet ihr davon ab, da es dort wimmele von bösen Kommata, wilden Fragezeichen und hinterhältigen Semikoli, doch das Blindtextchen ließ sich nicht beirren. Es packte seine sieben Versalien, schob sich sein Initial in den Gürtel und machte sich auf den Weg. Als es die ersten Hügel des Kursivgebirges erklommen hatte, warf es einen letzten Blick zurück auf die Skyline seiner Heimatstadt Buchstabhausen, die Headline von Alphabetdorf und die Subline seiner eigenen Straße, der Zeilengasse. Wehmütig lief ihm eine rethorische Frage über die Wange, dann setzte es seinen Weg fort. Unterwegs traf es eine Copy. Die Copy warnte das Blindtextchen, da, wo sie herkäme wäre sie zigmal umgeschrieben worden und alles, was von ihrem Ursprung noch übrig wäre, sei das Wort „und“ und das Blindtextchen solle umkehren und wieder in sein eigenes, sicheres Land zurückkehren. Doch alles Gutzureden konnte es nicht überzeugen und so dauerte es nicht lange, bis ihm ein paar heimtückische Werbetexter auflauerten, es mit Longe und Parole betrunken machten und es dann in ihre Agentur schleppten, wo sie es für ihre Projekte wieder und wieder mißbrauchten. Und wenn es nicht umgeschrieben wurde, dann benutzen Sie es immernoch. Weit hinten, hinter den Wortbergen, fern der Länder Vokalien und Konsonantien leben die Blindtexte. Abgeschieden wohnen Sie in Buchstabhausen an der Küste des Semantik, eines großen Sprachozeans. Ein kleines Bächlein namens Duden fließt durch ihren Ort und versorgt sie mit den nötigen Regelialien. Es ist ein paradiesmatisches Land, in dem einem gebratene Satzteile in den Mund fliegen. Nicht einmal von der allmächtigen Interpunktion werden die Blindtexte beherrscht – ein geradezu unorthographisches Leben. Eines Tages aber beschloß eine kleine Zeile Blindtext, ihr Name war Lorem Ipsum, hinaus zu gehen in die weite Grammatik. Der große Oxmox riet ihr davon ab, da es dort wimmele von bösen Kommata, wilden Fragezeichen und hinterhältigen Semikoli, doch das Blindtextchen ließ sich nicht beirren. Es packte seine sieben Versalien, schob sich sein Initial in den Gürtel und machte sich auf den Weg.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,bleibtstark,"👆 Das ist der besagte Brief von der AfA. Täglich habe ich Mandanten am Telefon, die verzweifelt sind. Die nicht wissen wie es weiter geht. Die selbst harz 4 betragen müssen oder bereits haben. Wisst ihr wie schlimm sich das anfühlt?! Es bricht mir jedes Mal das Herz, weil ich einfach am liebsten jeden Helfen würde. Ich sehe was da auf uns zurollt und diese Welle ich kalt, hart und unbarmherzig. Es muss sich jetzt was tun! Nicht morgen, nicht übermorgen oder nächste Woche! JETZT!!!!!! @BLUTGRUPPEQ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,g_ra_ludwig,"Ich arbeite in einem Wohnheim für Menschen mit Behinderung. Ich bin Pädagogin und noch nicht mal direkt in der Pflege der Leute tätig, aber ich muss mich trotzdem 3x wöchentlich testen lassen. Ich möchte auch gerne wissen wie ich das abwehren kann, denn eigentlich möchte ich mich nicht testen lassen. Impfung zu verweigern ist bisher Gott sei dank kein Problem bei uns. Es sind nach wie vor 50 Prozent der Mitarbeiter, die die Impfung dankend abgelehnt haben.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,davebrych_public,"Krankenhausarzt packt aus: Er fälschte auf Anweisung seines Chefarztes mehrfach Totenscheine. Er sollte sie auf „Corona“ umschreiben. Herr Doktor fälscht die Totenscheine Chronik einer Krankheit Mehrmals fälscht ein Krankenhausarzt, Dr. M., in Bayern auf Anweisung des Chefarztes Totenscheine. Die Patienten waren an Krebs, Herz- oder Kreislaufleiden gestorben. Dr. M. soll den Totenschein auf „Corona“ umschreiben. Nachträglich. Ihn plagt das Gewissen. Dann reicht es ihm. „Das ist Urkundenfälschung!“, sagt er und verweigert diesen Dienst. Leserinnen unserer Kolumne, deren Angehörige in Kliniken mit negativem Coronatest „an oder mit Corona“ verstorben sein sollen, bestätigen diesen Verdacht. Die Frage nach dem „Warum?“ ergibt sich aus der Frage: „Wem nützen die falschen Corona-Toten?“ https://reitschuster.de/post/herr-doktor-faelscht-die-totenscheine @davebrych_public",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
675,reinerfuellmich,"💉 Whistleblower aus Berliner Altenheim: Das schreckliche Sterben nach der Impfung Erstmalig gibt es einen Augenzeugenbericht aus einem Berliner Altenheim zur Lage nach der Impfung. Dort sind innerhalb von vier Wochen nach der ersten Impfung mit dem BioNTech/Pfizer-Impfpräparat Comirnaty acht von 31 Senioren verstorben. Der erste Todesfall trat bereits nach sechs Tagen ein, fünf weitere Senioren starben circa 14 Tage nach der Impfung. ➖➖➖➖➖➖➖➖➖➖➖➖➖➖ ❕ Bitte unbedingt teilen! Dieser tödliche Menschenversuch muss schnellstmöglich beendet werden! ➖➖➖➖➖➖➖➖➖➖➖➖➖➖ RA Dr. Reiner Fuellmich, hier geht's zum Kanal: @ReinerFuellmich Mehr Infos unter: fuellmich.com/newsletter",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
676,ruedigerdahlke,"Positive Impfnachrichten aus Israel berichtet die NZZ Israel stellt Biontech-Impfstoff ein gutes Zeugnis aus Das Vakzin scheint zu halten, was es verspricht – darauf weisen erste Erkenntnisse von Forschern und Krankenversicherungen hin Inga Rogg, Jerusalem Dank seiner fortgeschrittenen Impfkampagne kann Israel derzeit im Tagesrhythmus neue Daten über die Wirksamkeit des Impfstoffs von Biontech/Pfizer liefern. Und diese sind vielversprechend. Knapp zwei Monate nach Beginn der Impfkampagne ist die Zahl der Neuinfizierten in der zuerst geimpften Altersgruppe der über 60-Jährigen weiter gesunken. Rund drei Wochen nach dem vorläufigen Höhepunkt der dritten Covid-19-Welle und gut vier Wochen nachdem die ersten Israeli ihre zweite Impfdosis erhalten haben, ist die Zahl der Neuerkrankungen um 58 Prozent gesunken. Gleichzeitig ging die Zahl der Spitaleinweisungen um 44 Prozent zurück, wie die Auswertung der Daten des Gesundheitsministeriums durch Experten des Weizmann-Instituts um Eran Segal zeigt. Dass der Rückgang insgesamt eindeutig eine Folge der Impfungen ist, zeigt Folgendes: Erstmals seit Beginn der Pandemie vor einem Jahr seien diese Woche unter den über 60-Jährigen weniger Personen mit Covid-19 ins Spital eingewiesen worden als aus der Gruppe der Jüngeren, twitterte Segal. Wöchentlich Daten an Pfizer Seit Beginn der Impfkampagne am 20. Dezember haben rund 3,67 Millionen Israeli die erste Impfdosis erhalten, das entspricht etwa 40 Prozent der Gesamtbevölkerung. Knapp 2,4 Millionen Personen beziehungsweise gut 26 Prozent erhielten bereits die zweite Dosis. Die Regierung vereinbarte mit Pfizer, wöchentlich Daten über den Verlauf der Impfkampagne zu liefern. Für den amerikanischen Pharmakonzern dürften diese Daten von unschätzbarem Wert sein. Israel liefert die Daten nicht nur in einem weitaus grösseren Umfang, als sie in Studien nach der Zulassung sonst erhoben werden, sondern dank der Digitalisierung seines Gesundheitssystems auch schnell und zuverlässig. So gibt es mittlerweile erste Erkenntnisse über die Wirksamkeit des Impfstoffs. Dabei legte Maccabi, eine der vier gesetzlichen Krankenkassen, die erste Vergleichsstudie vor. Unter den 523 000 Versicherten, die bereits die zweite Impfdosis erhalten haben, steckten sich laut Maccabi lediglich 544 Personen oder 0,1 Prozent mit dem Virus an. Die Erhebung fand eine Woche nach der Verabreichung der zweiten Dosis statt. Das Ergebnis entspreche einer Wirksamkeit von 93 Prozent, teilte die Kasse mit. Die meisten Erkrankten hatten keine oder nur leichte Symptome. Lediglich 15 mussten im Spital behandelt werden, wobei nur vier von ihnen schwere Symptome zeigten. Keine einzige Person sei gestorben. «Die Daten zeigen eindeutig, dass das Vakzin sehr effektiv ist», sagte Miri Mizrahi Reuveni von Maccabi. «Wir haben keinen Zweifel daran, dass es das Leben vieler Israeli gerettet hat.» Stichproben unter 628 000 ungeimpften Versicherten zeigten laut der Versicherung, dass sich in der gleichen Zeit 18 425 Personen beziehungsweise 2,9 Prozent mit Sars-CoV-2 infiziert hatten. Dieses Ergebnis ist möglicherweise nicht repräsentativ. Bei Maccabi sind etwa ein Viertel aller Israeli versichert, wobei viele eher zum Kreis der Bessergestellten zählen, die sich eher an die vielen Corona-Vorschriften wie Abstandhalten oder Verzicht auf grosse Zusammenkünfte halten. Mit Spannung werden deshalb die Ergebnisse von Clalit, der grössten Krankenkasse, erwartet. Daten über die Wirksamkeit des Impfstoffs unter der jüngeren Bevölkerung und unter Personen mit Vorerkrankungen wie Diabetes oder Krebs sowie Schwangeren werden in den nächsten zwei Wochen erwartet. «Wir brauchen genügend Personen der verschiedenen Gruppen, um die richtigen Schlussfolgerungen zu ziehen», sagte Ran Balicer, Leiter der Forschungsabteilung von Clalit. Dass sich die Impfkampagne positiv auswirkt, steht indes auch für Balicer ausser Frage. Hohe Infektionsrate",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,aerztefueraufklaerungoffiziell,"21.08.2018: Rückblickend war die Schweinegrippe-Pandemie in Wahrheit eher eine weltweite Massenhysterie. Heute kann man kaum noch glauben, dass alles wirklich so passiert ist, wie es passiert ist. Kann nicht fassen, dass niemand irgendwann auf den Tisch gehauen und gesagt hat: “Leute, jetzt wacht doch mal auf!"" ___________________________ Feb. 2021: Die WHO hat aus 2009 dazugelernt und ihre Richtlinien diesbzgl. verändert! Dr. Osten auch. Dr. Wodarg wird in die rechte Ecke gestellt, da jegliche Meinungsfreiheit nur noch tituliert werden kann. Wir sind gespannt, wie es später in den Geschichtsbüchern stehen wird. Da jedoch bereits jetzt die Impfnebenwirkungen verschwiegen werden, wird es 2031 wohl nicht anders aussehen. https://www.spiegel.de/gesundheit/diagnose/schweinegrippe-pandemrix-nebenwirkungen-ignoriert-futter-fuer-impfgegner-a-1229428-amp.html?__twitter_impression=true",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
679,der_volkslehrer,"Jetzt auf YouTube und mit Zeitmarken! https://www.youtube.com/watch?v=SnLd4q-0_0c 00:00 Bahnhof weiträumig abgesperrt 00:29 Da war ja was am Bahnhof! 01:56 Begrüßung durch VL 04:18 Auf zum Versammlungsplatz 04:52 Gespräch mit Kane Maximus, dem Ehrenarier 06:22 SO wirkt der der Teufel! Andere nennen es Antifa 07:19 Polizei schikaniert sehr unterschwellig 07:49 DIESE deutschen Städte wurden bombardiert 16:21 Grußwort aus Tschechien 18:06 Rede: Edda Schmidt 24:43 Grußworte aus Serbien 27:47 Grußworte von RA Wolfram Nahrath 37:41 Grußworte der Gemeinschaft ""Irminsul"" aus Frankreich 41:04 Rede: Paul Rehatschek 47:08 Grußworte aus Spanien 57:49 Rede: Matthias Deyda 01:02:32 Ein Licht für Dresden 01:06:56 Gedicht: Chor der Toten (Meyer) 01:08:46 Ballade: Der Untergang von Dresden (Honsik) 01:29:52 Gedicht: Dresden (Fricke) 01:25:00 Klappentext: Der Brand (Friedrich) 01:25:43 Gedicht: Die Mütter von Dresden (Stabel) 01:36:52 Schweigeminute 01:27:48 Lied der Deutschen 01:32:07 Dank an Maik Müller 01:36:58 Verabschiedung durch Veranstalter 01:37:57 Verabschiedung durch VL",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
680,ra_ludwig,".💥Es darf niemals darum gehen, Leben gegen Leben aufzurechnen💥 https://amp.welt.de/wirtschaft/article226501327/IW-Studie-Das-ist-die-Alternative-zu-No-Covid.html ""Das Institut der deutschen Wirtschaft plädiert dafür, trotz Corona-Risiko schrittweise zur Normalität zurückzukehren. Einige Tote müssten hingenommen werden. Sie argumentieren mit enormen Schäden an anderer Stelle."" Die richtige Argumentation ist meines Erachtens nach Gefahr durch eine (Natur)Katastrophe gegen Schaden durch menschlichen Eingriff abzuwägen. Keine Katastrophe rechtfertigt die Tötung von Menschen durch Menschenhand. Die Würde des Menschen ist unantastbar bedeutet, dass der Staat keinen Menschen zum bloßen Objekt machen darf. Menschen sterben durch Krankheiten. Die Aufgabe des Staates ist es, den bestmöglichen medizinischen Schutz zur Verfügung zu stellen. Krankenhäuser, ärztliche Versorgung, Pflege und Medizin auch Impfungen und natürlich Informationen und Aufklärung. Nicht zu den staatlichen Aufgaben und geradezu widerrechtlich ist der Eingriff in andere menschliche Leben durch Maskenpflicht, Berufsverbot, Isolation, Verbot von Heilbehandlungen usw. Wenn dieses Grundverständnis endlich wieder eingekehrt ist, werden die Maßnahmen beendet. Diejenigen, die die Maßnahmen beschlossen haben, werden sich für die Schäden durch ihr Tun verantworten müssen. Mein Telegram-Kanal: https://t.me/RA_Ludwig Rechtsstaat ist wie das tägliche Brot, wie Wasser zum Trinken und wie Luft zum Atmen, und das Beste an der Demokratie ist, dass nur sie geeignet ist, den Rechtsstaat zu sichern. Gustav Radbruch Rechtsphilosoph Wer meine Arbeit unterstützen möchte: DE59 8605 5592 1631 4730 90 Vielen Dank!",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
681,wir_sind_viel_mehr,"Seit Monaten entscheiden Ministerpräsidenten der Länder und die Bundeskanzlerin OHNE Beteiligung des Bundestages über Maßnahmen ""gegen Corona"". Mich wundert, dass alle Parteien hier brav stillhalten, da dies gegen unsere Verfassung verstößt. Patrick Lindner von der FDP hat dies mal ""angemahnt"", auch die AfD hat sich schon darüber aufgeregt. Niemand hat jedoch Taten folgen lassen und z,B. eine Klage vor dem Bundesverfassungsgericht erstattet. Daraus schließe ich, dass sich die Parteien alle einig sind, nämlich darüber, ein Theater uns Bürgern gegenüber abzuhalten um uns in der Illusion der verschiedenen Parteien mit unterschiedlichen Zielen und Wahlprogrammen zu halten.",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
684,anwaelte_fuer_aufklaerung,Ist die Maskenpflicht ein Verbrechen gegen die Menschlichkeit? https://www.epochtimes.de/politik/deutschland/anwalt-ralf-ludwig-maskenpflicht-verstoesst-gegen-folterverbot-a3451506.html @Anwaelte_fuer_Aufklaerung Wenn Sie unsere Arbeit unterstützen wollen: Spendenkonto: https.//paypal.me/pools/c/8wmEV8wvvg Epoch Times www.epochtimes.de Anwalt Ralf Ludwig: Maskenpflicht verstößt gegen Folterverbot Ist die Maskenpflicht ein Verbrechen gegen die Menschlichkeit? Zu dieser und anderen Fragen gibt Rechtsanwalt Ralf Ludwig Antworten in einem Exklusiv-Interview mit Epoch Times.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
685,epochtimesde,"20:40 Uhr: Dänemark verschärft Grenzkontrollen wegen Corona-Lage in Flensburg Angesichts der angespannten Corona-Lage in Flensburg verschärft Dänemark die Kontrollen an der Grenze zu Deutschland. In der Nacht zum Samstag sollen die Polizeikontrollen intensiviert und 13 Grenzübergänge geschlossen werden, erklärte das dänische Justizministerium am Freitag. In Flensburg gilt ab Samstag wegen hoher Corona-Infektionszahlen und der Ausbreitung der britischen Virus-Variante eine nächtliche Ausgangssperre. https://www.epochtimes.de/politik/deutschland/niederlaendisches-parlament-stimmt-fuer-gesetz-zur-naechtlichen-ausgangssperre-ethikexperte-fuerchtet-vertrauensverlust-durch-spahns-teststrategie-a3451160.html?telegram=1 https://t.me/epochtimesde",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
