channel,id,datetime,text,Suggestivität,Absolutheitsanspruch und Umgang mit Quellen,Emotionalität,Auffälligkeit der Argumentation,Komplexitätsreduktion,Entfernung von Wirklichkeit,Gesamtschwurbeligkeit
uncut_news,10272,2020-05-20T16:00:57Z,"Mutter kritisiert die Schule, weil 11-jährige Tochter “Hardcore-Pornografie” als Hausaufgabe hatte!

#Sex #Erotik #GenderMainstreaming #Transgender #Pädophilie

Mutter kritisiert die Schule stark, weil sie ihre 11-jährige Tochter gebeten hat, “Hardcore-Pornografie” als Hausaufgabe zu definieren! “Die Lehrer haben die 11- bis 14-Jährigen gebeten, Pornografie, weiche Pornografie, Hardcore-Pornografie und",4,3,1.6666666666666667,2.3333333333333335,3,2.6666666666666665,3.3333333333333335
faktenfriedenfreiheit,1698,2020-05-21T00:24:01Z,"⚠️⚠️⚠️
Wissenschaftlerin aus Florida sagte, sie sei entlassen worden, weil sie sich geweigert habe, COVID-19-Daten zu manipulieren!

Die Wissenschaftlerin, die Floridas COVID-19-Datenportal erstellt hat, wurde nicht nur am 5. Mai von ihrer Position entfernt, sondern am Montag vom Gesundheitsministerium entlassen, weil sie sich geweigert hatte, Daten zu manipulieren.

Rebekah Jones sagte in einer E-Mail an FLORIDA TODAY, dass sie im Alleingang zwei Anwendungen in zwei Sprachen, vier Dashboards und sechs einzigartige Karten mit Datenebenen für 32 Variablen erstellt hat, die eine halbe Million Datenzeilen abdecken. Ihr Ziel war es, Floridianern und Forschern eine Möglichkeit zu bieten, die COVID-19-Situation in Echtzeit zu sehen.

Dann wurde sie entlassen.

""Ich habe zwei Monate lang allein daran gearbeitet, 16 Stunden am Tag, von denen ich größtenteils nie bezahlt wurde, und jetzt, wo dies passiert ist, werde ich wahrscheinlich nie bezahlt"", schrieb sie in einer E-Mail und bestätigte, dass sie es getan hatte Sie wurde nicht nur am 5. Mai neu zugewiesen, sondern auch von ihrem Job als Managerin für geografische Informationssysteme für das Gesundheitsministerium in Florida entlassen.

https://eu.tcpalm.com/story/news/2020/05/19/coronavirus-florida-state-scientist-said-she-refused-manipulate-covid-19-data-and-fired/5221921002/",3.6666666666666665,2.6666666666666665,1.3333333333333333,2.3333333333333335,2,2.3333333333333335,3
rubikonnews,2503,2020-05-21T09:37:29Z,"• Weltweiter Widerstand — Über 250 Expertenaussagen belegen, dass der Widerspruch gegen Corona-Dogmen und drohende Diktatur beständig wächst.
Die Aussagen der Experten sprechen eine deutliche Sprache. In Deutschland und auf der ganzen Welt übt eine große Zahl von Wissenschaftlern, Ärzten und weiteren Experten Kritik am Umgang mit der Corona-Problematik durch Politik, Leitmedien und Aktivisten. Ihre Stimmen werden kaum gehört oder stark verzerrt wiedergegeben. Hier finden Sie eine Liste mit über 250 Expertenaussagen zur Krise um den Coronavirus und ihren Folgen. — weiter lesen

Text im Archiv

Jetzt anhören 🎙

siehe auch: 120 Experten-Stimmen zu Corona

🧻 #CoronaKrise @RubikonNews",3,2.6666666666666665,1,1.6666666666666667,3.3333333333333335,2.3333333333333335,2.3333333333333335
truelife18,2916,2020-05-21T18:09:02Z,"‼ Phoenix, USA 🇺🇸 ‼  🔞

⚠️ Vorsicht Grafischer Inhalt  ⚠️

Massenschiesserei in Phoenix Arizona - Schütze filmte Angriff - Mehrfache Verletzungen, die Situation entwickelt sich

Ein Latino-Mann, angeblich unter dem Namen Armando Junior Hernandez, eröffnete am späten Donnerstagabend das Feuer auf die Westgate Mall in Glendale Arizona. Es gibt Berichte über mehrere Todesopfer. Der Schütze wurde von der Polizei festgenommen und in Gewahrsam genommen.

Senator Martin Quezada war während der Zeit der Schießerei in der Mall anwesend.

NEWSONE- Die Person auf der Kamera identifizierte sich jedoch als Armando Junior Hernandez und sagte zum Teil: ""Ich werde der Schütze von Westgate sein"". Das 41-sekündige Video schien geschnitten zu sein und zeigte die Person vor der Kamera in verschiedenen Kleidern und Einstellungen, bevor es zu Aufnahmen einer Waffe geschnitten wurde, die in einem scheinbar dunklen Flur abgefeuert wurde.

Das Video tauchte in den Minuten nach den Schüssen in sozialen Netzwerken auf und wurde um 7.40 Uhr Ortszeit zum ersten Mal berichtet. Es enthielt eine Interaktion mit einer Person, die auf einem Parkplatz erschossen worden zu sein schien und den Schützen aufforderte, anzuhalten.

In der Erwartung, dass die sozialen Medienkanäle das Video wahrscheinlich unbrauchbar machen würden, machte NewsOne einen Screenshot von der Person, die sich als Armando Junior Hernandez identifizierte.

Wir werden weitere Einzelheiten folgen lassen, während sie sich weiter entwickeln.

[Englisch] [Deutsch]

Anmerkung: Wie zu erwarten, passiert ""zufällig"" in der Woche, wo neue Obamagate (Brennan & Biden-) Enthüllungen herauskommen eine Massenschießerei. Dies war die zweite Schießerei heute. die erste war in der Nacht in der Arizona Mall.

Q hat uns in Q1400 vorgewarnt.

@QlobalChange

@TrueLife18",4.333333333333333,4.333333333333333,1.3333333333333333,4,2,3,4
g_inspirationneuzeit,66,2020-05-22T08:59:03Z,"liebe GAIA, 
ich bin eine begeisterte followerin eures kanales und auch, dass es für nicht abonnenten die möglichkeit gibt 72 std. einen film oder eine doku anzusehen gibt. 
ich nehme euren kanal auch als inspiration, was ich noch sehen will und finde es dann schade, dass die beiträge nach einiger zeit entfernt werden. 
vielleicht könnt ihr ein bild belassen, dass man nachvollziehen kann, was es für interessante sendungen gab.
herzlichst, sofia 🌸",1,1,1.3333333333333333,1.3333333333333333,1,1,1
oliverjanich,26479,2020-05-22T10:34:26Z,"„Vor Beginn der Corona-Pandemie nutzten nach Angaben des Tafel-Bundesverbands 1,6 Millionen Menschen das Angebot, davon 30 Prozent Kinder und Jugendliche sowie 26 Prozent Senioren. „In einem guten Sozialstaat bräuchte es keine private Wohltätigkeit, um grundlegende Lebensbedürfnisse zu sichern“, so Zimmermann.

Statt zumindest einen Ausgleich zu schaffen und etwa Sozialleistungen auf ein existenzsicherndes Niveau anzuheben, verlasse sich der Staat auf die wohlfahrtsersetzende Arbeit der Tafeln – und verweist Armutsbetroffene teils sogar ausdrücklich darauf.“

https://www.journalistenwatch.com/2020/05/22/sozial-schwaechste-corona/",1.3333333333333333,1.6666666666666667,1,1.3333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333
kulturstudio,6508,2020-05-22T16:43:10Z,"Horsti hat sich ausgedreht. 

Nach mehr Wendungen in ein Paar Jahren als ein Schwarm Wendehälse im ganzen Leben  hin bekommt hat der DREHHOFER sich nun wohl den Hals verrenkt .  Kein Wunder bei all dem Hin und Her kann dem greisen Herren schon mal schwindelig werden . 

Und das mit dem Schwindeln ist ja auch eines seiner Probleme gewesen. 

Nun lobt der dir Große Führerin noch mal über den grünen Klee und und duckt dann möglichst schnell ab. 

Denn am Tag der Rechenschaft ist er der Hotte dann schon vom Acker. (z)

https://www.merkur.de/politik/horst-seehofer-csu-rueckzug-innenminister-ministerpraesident-spiegel-berlin-bayern-zr-13772353.html?",3.6666666666666665,3.6666666666666665,2,4.333333333333333,3,3,3.3333333333333335
g_aktivistmann,2923,2020-05-22T22:49:22Z,"500 Kneipen- Demonstrationen in Planung!
Demonstrationsinformationen gibt es dann Situationsaktuell zusätzlich auf www.kastanienwaeldchen.de

Sollte der Regierende Bürgermeister Herr Michael Müller unsere bis heute – Dienstag 19.05.2020 - angedachten Forderungen verstreichen lassen werden wir umgehen und zeitnah die Planung von jetzt bis zu 500 berlinweiten Kneipen- Demonstrationen umsetzten!

Offener Brief als Anhang!
Kneipenwirte schließt euch an – Jetzt ist Schluss! Einfach eure Kneipe hier als Kommentar angeben!",1.8333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.5,1.1666666666666667,1.3333333333333333
frieden_rockt_offiziell,423,2020-05-23T11:36:35Z,"Demotermine !! 
Hier findest du alle Demotermine. Bitte denke daran, verhalte die friedlich, halte dich an den Abstand und nimm Dich vor gestellten Provokateure in acht, die sich unter friedliche Demonstranten mischen und für Unruhe Sorgen werden. Diese gehören nicht zu uns. Wir sind friedliche Menschen und wissen dass Gewalt nur Gegen Gewalt erzeugt. Und wer da technologisch am längeren Hebel sitzt und auch darauf spekuliert, ist wohl selbstredend.. Bietet Ihnen keinen Support und appelliert friedlich zu sein. Die Linksextremisten AntiFa sowie andere Gruppierung, welche von der Bundesregierung gefördert werden um das Volk zu spalten und friedlichen demonstrierende Menschen Gewaltbereitschaft unterzuschieben um das Gesamtbild zu fälschen, sind auch dort.

https://demo.terminkalender.top/

@frieden_rockt_offiziell",3,3.3333333333333335,1.3333333333333333,2.3333333333333335,2.6666666666666665,3.6666666666666665,3.3333333333333335
kulturstudio,6531,2020-05-23T15:45:42Z,"„MÜNCHEN (dpa-AFX) - Zur Stärkung des Wirtschaftsstandorts Deutschland nach der Corona-Krise fordert die CSU den flächendeckenden Ausbau des schnellen 5G-Netzes bis zum Jahr 2025. ""Dafür wollen wir die neue Mobilfunkinfrastrukturgesellschaft des Bundes mit fünf Milliarden Euro ausrüsten - mit dem Ziel: ultraschneller Mobilfunk in ganz Deutschland"", heißt es im Leitantrag des CSU-Vorstandes, der am Freitag auf dem Parteitag beschlossen werden soll.
""Wo schnelles Internet fehlt, werden wir mit der Mobilfunkinfrastrukturgesellschaft das Aufrüsten anreizen"", heißt es weiter. Dadurch würden auch das Handwerk und die Bauwirtschaft gefördert und die Entwicklung des ländlichen Raums vorangebracht. Um den Netzausbau voranzubringen, müsse aber ein Investitionsstau verhindert werden. ""Wir beschleunigen Planungsprozesse und verkürzen Verfahren, wo immer es möglich ist.""/ctt/had/DP/he“

https://www.boerse-online.de/nachrichten/aktien/csu-fordert-fuenf-milliarden-fuer-deutschlandweites-5g-netz-bis-2025-1029224776
(mg)",1.1666666666666667,1.1666666666666667,1,1.3333333333333333,1.1666666666666667,1.1666666666666667,1.1666666666666667
valkuera_fabijenna,790,2020-05-24T12:32:23Z,"Am 23.05.2020 wurde 3 mal ausgerufen, unser potentielle König und Schutzpatron Stefan der 1. Ratzeburg von Preußen .

Erst ignorieren sie dich, dann lachen und beleidigen sie dich, am Ende hast du gewonnen. Durch unsere Aktion gestern vor der US Botschaft in dem wir um Schutz vor den Söldnern der BRD gebeten haben und dieser uns verwehrt wurde, sind 2 Patrioten aus unserer Gruppe ohne Grund von den Schergen verhaftet und in Handschellen abgeführt worden . Damit haben die Amerikaner das Völkerrecht verletzt. Heute 24.05.20, kam die Meldung das Grenell vom Posten als Botschafter zurückgetreten . IST DAS ZUFALL? Wir haben gestern einen der größten Feiertage der Illuminaten zerstört. Unsere Aktion ist bei Trump angekommen und wird auch Putin erreichen. Das Deutsche Volk hat gestern öffentlich 3 mal Stefan den 1. König von Preußen aufgerufen und das deutsche Volk befreit. Die Alliierten sind nun verpflichtet zuhandeln. Alle Unterlagen, Geburtsurkunden, Ahnen Nachweise von Stefan sind bereits bei Putin und Trump zur Überprüfung eingereicht. Der DeepState versucht auch durch die falsch Informationen durch Hajo und Veikko den schwarzen Adel mit der Person Georg Friedrich und dem vom Vatican installierten Titel Kaiser wiederum das dumm Volk zu täuschen. In kürze fliegt der ganze Schwindel auf, das Gesetz der Resonanz wird greifen.

Auf den Dächern wurden rings um den Reichstag scharfschützen gesichtet. Weswegen 2 Patrioten daraufhin zur amerikanischen Botschaft gingen, um die Alleierten zu bitten, ihren Schutzauftrag nachzukommen, da wir wirklich um unser Leben fürchteten.

Da von den Botschafsangehörigen aber niemand vor Ort war und beide Patrioten sich für einen Moment am eingrenzenden Zaun berieten, was sie tun könnten, wurden sie in Handschellen seitens der Polizei medienwirksam abgeführt und hinter das Brandenburger Tor in ein provisorisches Büro geführt, wo ihre Personalien aufgenommen. Dann wurden sie wieder freigelassen.

Kurz darauf wurden sie bei RBB als Reichsbbürger diffamiert.

Es war inszeniert!

Keine 24 Std. später kam die Meldung, der amerikanische Botschafter und ehemailger Geheimdienstchef Richard Grenell ist zurückgetreten..

Sämtliche Versammlungen um den Reichstag und die Straße zum 17. Juni wurde von der Polizei eingekreist und verhaftungen wurden vollzogen, ohne ersichtlichen Grund. Auch der mindestabstand wurde peinlich egnau eingehalten.

Wie gesagt, wir haben alles gefilmt und festgehalten und an die richtigen Adresse hingesendet, jetzt muss gehandelt werden, denn das wird das Folgen haben.

https://de.sputniknews.com/…/20200524327189467-grenell-wil…/ https://www.rbb-online.de/rbb24/videos/20200523_2145/corona-demos.html",5,5,2.6666666666666665,4.666666666666667,3,5,5
mh171702q2q,1394,2020-05-25T01:42:26Z,"Ich bedanke mich bei über 45,500 super Menschen für die das ihr mir geholfen habt.Danke ihr habt das Herz am richtigen Fleck. Merci Danke😘😘😘😘🐰🐰🐰🐰😍😍😍

Liebe Patrioten da am 27.05.2Q2Q ein start einer Rakete vom Cap Kennedy geplant ist könnten wir unsere Energie mit schicken.Bitte Teilt heute Nacht auf allen Kanälen was ihr über JFK,JFK jr. gesammelt habt. Bitte helft mit. Und wer mir noch auf Telegram helfen will
https://t.me/mh171702Q2Q Bitte Danke
🐰😘🐰😘🐰😘🐰🚀🚀🚀🇺🇸🇺🇸🇺🇸🚀🚀🚀

Telegram (https://t.me/mh171702Q2Q)...
Mehr anzeigen

Telegram (https://t.me/mh171702Q2Q)
Strahlenkranz V... Danke Merci
Es wird Biblisch",4,3.3333333333333335,3.3333333333333335,3.6666666666666665,2.6666666666666665,2.3333333333333335,4
putin_fanclub,349,2020-05-25T06:00:10Z,"Einen wunderschönen guten Morgen liebe Putin und Russland Fans!

Eine neue Woche beginnt und da macht es Sinn die mit einem russischen Lied zu beginnen.

Wir denken, daß in keinem anderen Land der Erde gibt es so viele Lieder die der eigenen Heimat und der Liebe zum Vaterland gewidmet sind wie in Russland.

Darum ist und bleibt Russland unbesiegbar, denn ein Volk welches das eigene Land liebt bekommt göttlichen Schutz!

Darüber sollte insbesondere mal das deutsche Volk nachdenken und aufhören auf Merkel zu schimpfen und andere. Wieso sollte man auf den Spiegeln schimpfen, wenn das eigene Gesicht schief ist. So lautet ein russisches Sprichtwort.

Das heutige Lied passt dazu ganz genau und heißt: Matuschka Rossia, w tschöm zhe twoja sila? – Mütterchen Russland, was ist Deine Stärke?

Im Lied geben die Mädchen ihre Antwort wo die Kraft Russlands liegt: im Gott, Gebeten und Siegreichen Kämpfen.

Darum wisse Bescheid, von Deiner Einstellung zur Heimat und Deinem Vaterland hängt vieles ab!

Mehr russischer Kultur erfährst Du im @Putin_Fanclub

#Musiktipp #Morgen #Russland",2.6666666666666665,4,2.6666666666666665,2.6666666666666665,4,2.6666666666666665,3.3333333333333335
evahermanoffiziell,15723,2020-05-25T19:43:26Z,"„5G“ gilt als die Zauberformel für das datenschnelle Internet der Zukunft, soll es doch große Datenmenge fast gänzlich ohne Verzögerung übertragen. Zugleich mehren sich jedoch Bedenken gegen den Einsatz der Technologie und Befürchtungen vor gesundheitlichen Risiken. Zu diesen Kritikern gehören mittlerweile auch mehr als 260 Wissenschaftler, die so lange ein Moratorium der 5G-Technologie fordern, „bis diese auf ihre möglichen Risiken für Gesundheit und Umwelt ausreichend und von der Industrie unabhängig überprüft wurde“. Hinzu melden auch die US-Raumfahrtbehörde NASA und die US-Ozeanografiebehörde NOAA technische Bedenken gegen 5G an und warnen: „Der Einsatz könne die Möglichkeiten der präzisen Wettervorhersage dramatisch beeinflussen.“

Wie die bislang 261 allesamt akademischen Unterzeichner auf der Internetseite des „5G Appeal“ erläutern, werde „5G die Exposition gegenüber hochfrequenten elektromagnetischen Feldern (RF-EMF) zusätzlich zu 2G, 3G, 4G, Wi-Fi usw. für die bereits vorhandene Telekommunikation erheblich erhöhen“. Zudem seien „RF-EMF nachweislich schädlich für Mensch und Umwelt“.",1.6666666666666667,2.3333333333333335,1,1.6666666666666667,3.3333333333333335,3.6666666666666665,3.3333333333333335
weltdergesundheittv,158,2020-05-25T20:22:01Z,"Ihr könnt die Schuld von euch schieben, die Verantwortung nicht!

Es ist schockierend. Für die Politik müsste es beschämend sein. Weltweit nehmen die Berichte über Selbstmorde aufgrund der Corona-Krise zu. Menschen stehen schuldlos vor den Trümmern eines Lebens, das sie und ihre Vorfahren durch lebenslange Arbeit aufgebaut haben. Vor allem jene, die schon psychisch angeschlagen waren, können mit der Situation kaum umgehen. Panikmache durch Medien und Regierungen verschärfen die Problematik.

✅ https://www.wochenblick.at/kollateralschaeden-des-corona-kurses-selbstmordraten-explodieren/",3.3333333333333335,2.5,2.8333333333333335,2.3333333333333335,3.8333333333333335,2.1666666666666665,2.5
kulturstudio,6575,2020-05-25T21:04:57Z,"Man bekommt das kalte kot…. bei deisem NEU-Sprech zur schönen neuen Welt::

„Die 17 Ziele für nachhaltige Entwicklung (englisch Sustainable Development Goals, SDGs; französisch Objectifs de développement durable) sind politische Zielsetzungen der Vereinten Nationen (UN), welche weltweit der Sicherung einer nachhaltigen Entwicklung auf ökonomischer, sozialer sowie ökologischer Ebene dienen sollen.[1] Sie wurden in Anlehnung an den Entwicklungsprozess der Millenniums-Entwicklungsziele (MDGs) entworfen und traten am 1. Januar 2016 mit einer Laufzeit von 15 Jahren (bis 2030) in Kraft.[2] Im Unterschied zu den MDGs, die insbesondere Entwicklungsländern galten, gelten die SDGs für alle Staaten.

Der offizielle deutsche Titel lautet Transformation unserer Welt: Die Agenda 2030 für nachhaltige Entwicklung (kurz: Agenda 2030);[3][4] synonym wird Globale Nachhaltigkeitsagenda, Post-2015-Entwicklungsagenda, Globale Ziele der UN und Weltzukunftsvertrag“

(Quelle: Wikipedia)

Wer finanziert diesen Müll??

https://www.globalgoals.org/partners

Alle üblichen Verdächtigen wieder dabei…

Genauso hier: Die CO2 Idiotie

https://bteam.org/who-we-are/supporters

Hier haben wir letztendlich ALLE PLAYER der NWO!

Danke an MJB 😉",4,3.3333333333333335,3.6666666666666665,3.3333333333333335,3,3,3.6666666666666665
oliverjanich,26704,2020-05-25T21:25:48Z,"„Ausgerechnet Thüringens Ministerpräsident Bodo Ramelow will sämtliche Corona-Beschränkungen in seinem Bundesland nach Pfingsten aufheben – ein echter Paukenschlag, der einem politischen Erdbeben gleichkommt. Das Unbehagen vieler Journalisten ist förmlich zu spüren, die den Politiker der Linkspartei einerseits nicht ins Lager der „bösen Rechten“ stecken können, andererseits ihrer geliebten rot-grünen Kanzlerin aber auch nicht in die Parade fahren wollen. (…)

Allerlei Ideologen kochen dabei ihr Süppchen auf der immer noch hell lodernden Corona-Flamme. Die erheblichen Kollateralschäden der Maßnahmen – auch die gesundheitlichen – bezweifeln allerdings nur noch hartgesottene Realitätsverweigerer. Von 52.000 dringend angezeigten, aber wegen Corona verschobenen Krebsoperationen berichten Deutschlands Ärzte, ebenso von Toten, die hätten verhindert werden können, wären nicht sämtliche Kapazitäten wochenlang für die ausgebliebene Bettenkrise in den Krankenhäusern blockiert worden.“

https://peymani.de/paukenschlag-in-thueringen-ein-ueberraschender-neuzugang-im-lager-der-rechten/

Tagesschau: Ramelow präzisiert, was er meint

„Er wolle keinesfalls die Mindestabstands- und Maskenpflicht außer Kraft setzen, sondern ""aus dem Krisenmodus in den Regelmodus übergehen"", sagte der Linkspolitiker im ARD extra. Wer die Grundrechte der Bürger einschränke, müsse begründen, was die Grundlage dafür sei.“",3.3333333333333335,2.3333333333333335,1.6666666666666667,2.3333333333333335,2.6666666666666665,2.6666666666666665,2.6666666666666665
mh171702q2q,1630,2020-05-26T06:24:31Z,"9/11 FalseFlag (BETRUG)

Die Welt muss die Wahrheit wissen ...

[Video1]

Dieses Video ist ein Bootleg des Rohvideos vor dem Einfügen der CGI-Ebene. Glauben Sie mir, die Medien und die Regierungen waren im 9/11-Betrug bis zum Hals verwickelt und dieser Virus-Betrug ist 9/11 Teil 2.

[Video2]

Pentagon, die von einem Hotel aufgenommene Aufnahmen, wurden damals vom FBI konfisziert.

Die Aufnahme zeigt die Explosion aber KEIN FLUGZEUG!

PS: Der DeepState, war BUSH, nur er könnte „DIE VERWENDUNG EINER TOMAHAWK-MISSILE AUTORISIEREN“ , nicht der erfundene „BIN LADEN“ der als Gegenspieler und Sündenbock, vom CIA und FBI erfunden wurde.

WER DRÜCKT ALSO DEN KNOPF???  https://t.me/mh171702Q2Q",3.5,4.833333333333333,3,4.5,4,4.833333333333333,4.666666666666667
stuttgartgrundgesetzdemos,516,2020-05-26T17:04:18Z,"es gibt möglichkeiten über VPN die Sperren zu umgehen oder man weicht auf dezentrale server aus. Z.b. hab ich einen Raum für Stuttgart erstellt

- Bevorzugte Alternative FAIRCHAT, in Österreich https://fairchat.net/channel/nichtohneuns-stuttgart
- Zweiter Chatserver in den USA, falls es nötig sein sollte: https://matrix.to/#/!jOAoAOrkqciHpVqTVN:matrix.org?via=matrix.org
Beide Seiten basieren auf Open Source Software und die Anmeldung ist kostenlos
Bitte die Adressen notieren, für den Fall der Fälle.

Man kann auch eigene Server aufsetzen, aber erstmal sollte das reichen.",2,1.1666666666666667,1,1.3333333333333333,1.3333333333333333,1,1.1666666666666667
evahermanoffiziell,15847,2020-05-26T18:50:38Z,"‼‼ Oh, wie interessant! ‼‼ 
Was wusste Trumps Widersacher, der Direktor des Nationalen Instituts für Allergien und Infektionskrankheiten (NIAID), Anthony Fauci, schon vor drei Jahren, was US-Präsident Trump damals noch nicht wissen konnte? 
""Trumpf wird mit überraschendem Ausbruch von Infektionskrankheiten konfrontiert""

Anthony Fauci sagte, es bestehe kein Zweifel daran, dass Donald Trump während seiner Präsidentschaft mit einem überraschenden Ausbruch einer Infektionskrankheit konfrontiert wird.

Während eines Forums zur Pandemievorbereitung an der Georgetown-Universität sagte Fauci, dass die Trump-Administration nicht nur mit anhaltenden globalen Gesundheitsbedrohungen wie Grippe und HIV, sondern auch mit einem überraschenden Krankheitsausbruch konfrontiert sein werde.",3.6666666666666665,3,1.6666666666666667,2,2.6666666666666665,2,2.6666666666666665
wir_sind_viel_mehr,40925,2020-05-26T23:22:40Z,"Ja damit kommen sie durch sie haben zick Leute die ins Krankenhaus gefahren sind wieder heim geschickt, es war gerade ne reportage im ZDF wo betroffe 4 mal ein Krankenwagen gerufen haben und trotzdem keine Hilfe bekommen haben, es gibt ein Video in Facebook wo eine Frau keine Luft bekommt und Rotz und Wasser heult weil sie keiner Testen will und helfen erst recht nicht.

Ich wunder mich warum einige Medien jetzt anders berichten als vorher.",3,2.6666666666666665,1.3333333333333333,2.6666666666666665,2.6666666666666665,2,2
rubikonnews,2543,2020-05-27T08:37:26Z,"• Die digitale Allmacht — Elektronische Überwachung und Verhaltenssteuerung ersetzen heute die archaische Vorstellung vom allsehenden Auge Gottes.
Vernetzung ist ein verführerischer Slogan. Je mehr alles mit allem zusammenhängt, desto mehr fühlen wir uns verbunden, desto weniger kommen Gefühle der Isolation auf. In Corona-Zeiten ist die digitale Anbindung an das große Netz der Informations- und Kommunikationsangebote für viele Einsame die Rettung vor dem psychischen Absturz. Doch das allgegenwärtige Angeschlossen- und Eingebundensein hat erhebliche Schattenseiten. Nicht nur du kannst überall hinsehen — von überall her wirst du angesehen, bespitzelt, kontrolliert. Wer sich beobachtet weiß, verhält sich nicht mehr natürlich und passt sich unbewusst dem mehrheitlich erwarteten Verhalten an. Die traditionellen Religionen kannten die Vorstellung von einem Gott, der all unsere Handlungen sehen kann, der selbst ins Innerste unseres Herzens und unserer Gedanken hineinblickt. Das digitale Heilsversprechen ist insofern heute an die Stelle Gottes getreten. — weiter lesen

🧻 #CoronaKrise @RubikonNews",3.1666666666666665,2.8333333333333335,1.6666666666666667,2,2,2.6666666666666665,2.8333333333333335
querdenken711,7865,2020-05-27T16:55:13Z,"Hallo Freunde, ich werde für Sonntag eine wirklich große Bestellung von Querdenken Buttons machen. Wir wollen weiterhin unsere Botschaft in ganz Deutschland verteilen und brauchen dafür Bedingungslose Spenden. Die letzten male sind zwar auch schon einige Zusammen gekommen, aber wir haben große Pläne. Ich möchte morgen 50.000 Buttons bestellen!!

An alle die sich beteiligen wollen, hier der Link zur Gruppe.",2,1,1,1,1,1,1.3333333333333333
frieden_rockt_offiziell,476,2020-05-28T07:32:26Z,"TRUST WHO; Wie krank ist die Weltgesundheitsorganisation (2018)

Dokumentation über die Beeinflussung der Weltgesundheitsorganisation WHO durch die Pharmaindustrie. In ""trustWHO"" geht Regisseurin Lilian Franck der Frage nach, ob das Vertrauen von Bürgern und Regierungen auf der ganzen Welt in die WHO gerechtfertigt ist.

Im Zuge ihrer Recherchen, für die sie Gespräche mit sämtlichen Verantwortlichen der UN-Organisation führen konnte und außerdem ehemalige WHO-Mitarbeiter und Whistleblower interviewte, deckt Franck versteckte Einflussnahme etwa von Seiten der Pharmaindustrie auf.

Vor allem bei Themen wie Tabakkonsum, den als Vogelgrippe und Schweinegrippe bekannten Epidemien sowie der Atomkatastrophe von Fukushima bescheinigt sie der Behörde dabei ein unglückliches, teilweise sogar unverantwortliches Verhalten. Auch der Missbrauch der WHO-Strukturen durch Mitgliedsstaaten ist ein großes Problem, wie Franck zeigt.

Anmerkung:
Diese Dokumentation wurde bisher auf zahlreichen Video-Portalen gelöscht/gesperrt, weil man euch die Wahrheit über die WHO-Mafia verbergen möchte, damit ihr auf die kriminellen Machenschaften der Gates Foundation, der Regierungen und der Pharma-Unternehmen herein fallt.

https://www.bitchute.com/video/JfnuAyI1V6VL/",2,2.3333333333333335,1.3333333333333333,2,2.3333333333333335,2,2.3333333333333335
freiheitdergedanken,394,2020-05-28T18:00:24Z,"CORONA CHRONIK
Überblick über Aussagen & Maßnahmen verschaffen - Widersprüche der Politik aufzeigen - Kritisch reflektieren

Alle Informationen basieren ausschließlich auf Quellen der offiziellen Leitmedien und Institute. Diese sind sowohl verlinkt als auch im Quellenverzeichnis aufgeführt.

Von einer Gruppe von Wissenschaftlern, Informationsmanager, Designer – Parteilos – Besorgt - Kritisch.

Mehr auf @FreiheitDerGedanken",2.2,2,1.4,1.8,1.8,1.4,1.8
aerzte,1509,2020-05-28T18:47:31Z,"‼️ WARUM besteht ""kein Bedarf"" für ein zentrales Fehlbildungsregister? ‼️
‼️ Könnte ""Ursachenforschung"" in unbequeme Gefilde führen? ‼️
Allein 130 Fälle in Deutschland, in bestimmtem räumlichen Umfeldern gehäuft.
Hier könnte sich ein weiterer großer Skandal verbergen. Ich erinnere an Thalidomid (Contergan), dass auch lange unter den Tisch gekehrt wurde.

Wem Fälle bekannt sind, der schreibe mir bitte eine Email, damit möglichst viel Fälle erfasst werden können. info@aerzte-fuer-den-frieden.de

https://www.youtube.com/watch?v=D1yJCktzjpI",4.333333333333333,2.6666666666666665,3.6666666666666665,3,3.3333333333333335,1.6666666666666667,3.3333333333333335
querdenken711,7920,2020-05-28T23:32:53Z,"Hallo Nachtschwärmer,

ich habe gestern unseren Presseverteiler über die Demo am 31.05.2020 in Stuttgart auf der Theodor-Heuss-Strasse informiert. Heute wurde in keiner einzigen Zeitung darüber berichtet.

Jedes neues Projekt/Initiative durchläuft generell drei Phase:
1. Erst belächeln Sie dich
2. Dann ignorieren Sie dich
3. Dann kopieren Sie dich

Wir sind wir jetzt ins Stufe 2 angelangt.

Bitte schreibt den Journalisten freundlich und bittet Sie, vollständig zu berichten.

Im Radio gibt es auch keine Information, also gerne an BigFM, DasDing, Antenne1 etc. schreiben",2.3333333333333335,2.3333333333333335,1,2.3333333333333335,2,1.6666666666666667,1.6666666666666667
